1.0046 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.3826 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000279B2E98AF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000279B4B210A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.3830 	EXP 	window1: mouseVisible = True
5.3830 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.3831 	EXP 	window1: recordFrameIntervals = False
5.5489 	EXP 	window1: recordFrameIntervals = True
5.7322 	EXP 	Screen (0) actual frame rate measured at 60.25Hz
5.7323 	EXP 	window1: recordFrameIntervals = False
6.8548 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='norm', win=Window(...))
6.8736 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
7.0295 	EXP 	Sound sound_1 set volume 1.000
7.0504 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Instructions_image.PNG', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='norm', win=Window(...))
7.0519 	EXP 	Created target_quest = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.15, italic=False, languageStyle='RTL', name='target_quest', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
7.0536 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.0549 	EXP 	Created target_word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.2, italic=False, languageStyle='RTL', name='target_word', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
7.0550 	EXP 	Sound target_sound set volume 1.000
7.0645 	EXP 	Created how_much = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='how_much', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='1/30', units='norm', win=Window(...), wrapWidth=1)
7.1043 	EXP 	image_2: autoDraw = True
8.2369 	EXP 	image_2: autoDraw = False
8.2369 	EXP 	text: autoDraw = True
9.4808 	EXP 	text: autoDraw = False
10.4809 	EXP 	image: autoDraw = True
11.5035 	EXP 	Imported questions.xlsx as conditions, 5 conditions, 1 params
11.5038 	EXP 	Created sequence: fullRandom, trialTypes=5, nReps=1, seed=None
11.5040 	EXP 	New trial (rep=0, index=0): {'Question_stim': 'האם השם שלך הוא חנה?'}
11.5292 	EXP 	image: autoDraw = False
11.5292 	EXP 	target_quest: height = 0.15
11.5292 	EXP 	target_quest: height = 0.15
11.5292 	EXP 	target_quest: text = 'האם השם שלך הוא חנה?'
11.5292 	EXP 	target_quest: autoDraw = True
13.0198 	EXP 	Imported stim_words.xlsx as conditions, 8 conditions, 4 params
13.0201 	EXP 	Created sequence: fullRandom, trialTypes=8, nReps=2, seed=None
13.0202 	EXP 	New trial (rep=0, index=0): {'stim': 'no', 'word': 'אל', 'color': 'black', 'sound_target': 'C:\\Users\\yarde\\Documents\\GitHub\\BCI4ALS-MI\\NOhebYardenSHORT.wav'}
13.0303 	EXP 	target_quest: autoDraw = False
13.0303 	EXP 	polygon: autoDraw = True
13.7303 	EXP 	polygon: autoDraw = False
13.7303 	EXP 	target_word: height = 0.2
13.7303 	EXP 	target_word: height = 0.2
13.7303 	EXP 	target_word: text = 'אל'
13.7303 	EXP 	target_word: autoDraw = True
14.7150 	EXP 	New trial (rep=0, index=1): {'stim': 'indicator', 'word': 'דמ', 'color': 'black', 'sound_target': 'C:\\Users\\yarde\\Documents\\GitHub\\BCI4ALS-MI\\INDICATORhebYarden.wav'}
14.7311 	EXP 	target_word: autoDraw = False
14.7311 	EXP 	polygon: autoDraw = True
15.4305 	EXP 	polygon: autoDraw = False
15.4305 	EXP 	target_word: height = 0.2
15.4305 	EXP 	target_word: height = 0.2
15.4305 	EXP 	target_word: text = 'דמ'
15.4305 	EXP 	target_word: autoDraw = True
16.4142 	EXP 	New trial (rep=0, index=2): {'stim': 'minister', 'word': 'רש', 'color': 'black', 'sound_target': 'C:\\Users\\yarde\\Documents\\GitHub\\BCI4ALS-MI\\MINISTERhebYarden.wav'}
16.4300 	EXP 	target_word: autoDraw = False
16.4300 	EXP 	polygon: autoDraw = True
17.1296 	EXP 	polygon: autoDraw = False
17.1296 	EXP 	target_word: height = 0.2
17.1296 	EXP 	target_word: height = 0.2
17.1296 	EXP 	target_word: text = 'רש'
17.1296 	EXP 	target_word: autoDraw = True
18.1141 	EXP 	New trial (rep=0, index=3): {'stim': 'came', 'word': 'אב', 'color': 'black', 'sound_target': 'C:\\Users\\yarde\\Documents\\GitHub\\BCI4ALS-MI\\CAMEhebYarden.wav'}
18.1301 	EXP 	target_word: autoDraw = False
18.1301 	EXP 	polygon: autoDraw = True
18.8301 	EXP 	polygon: autoDraw = False
18.8301 	EXP 	target_word: height = 0.2
18.8301 	EXP 	target_word: height = 0.2
18.8301 	EXP 	target_word: text = 'אב'
18.8301 	EXP 	target_word: autoDraw = True
19.8140 	EXP 	New trial (rep=0, index=4): {'stim': 'candle', 'word': 'רנ', 'color': 'black', 'sound_target': 'C:\\Users\\yarde\\Documents\\GitHub\\BCI4ALS-MI\\CANDLEhebYarden.wav'}
19.8297 	EXP 	target_word: autoDraw = False
19.8297 	EXP 	polygon: autoDraw = True
20.5296 	EXP 	polygon: autoDraw = False
20.5296 	EXP 	target_word: height = 0.2
20.5296 	EXP 	target_word: height = 0.2
20.5296 	EXP 	target_word: text = 'רנ'
20.5296 	EXP 	target_word: autoDraw = True
21.5137 	EXP 	New trial (rep=0, index=5): {'stim': 'came', 'word': 'אב', 'color': 'black', 'sound_target': 'C:\\Users\\yarde\\Documents\\GitHub\\BCI4ALS-MI\\CAMEhebYarden.wav'}
21.5296 	EXP 	target_word: autoDraw = False
